word	hanja	syn	def	pos	level 	
언제			when,at what time	3	A	
생활	生活		lifestyle,livelihood	1	A	
달다		맛	to be sweet	4	A	
어린이			A youngster, a child	1	A	
손가락			a finger	1	A	
어떤			What kind of, what sort of	6	A	
흰색	-色		gray,ash color	1	A	
식탁	食卓		Dinner table	1	A	
김밥			Roll of rice and vegetables	1	A	
김치			Spicy cabbage	1	A	
시	時		Time	5	A	
시	市		City	1	A	
시간	時間		a Length of time (한시간 동안)	5	A	
시간	時間		Time	1	A	
컴퓨터		computer	Computer	1	A	
뭐			Huh? (2) something	10	A	
뭐			Huh? (2) something	8	A	
야구	野球		Baseball	1	A	
공		축구~	Ball	1	A	
실례	失禮		rudeness,impolite	1	A	
티브이	TV		TV	1	A	
짜다		음식이 ~	To be salty	4	A	
그리고			And or  and then	3	A	
그리다		그림을 ~	Picture or  draw a picture	2	A	
나다			To be born	2	A	
구두			Shoes or  boots	1	A	
중국	中國		China	7	A	
대사관	大使館		Embassy	1	A	
사전	辭典		Dictionary	1	A	
초대	招待		An invitation	1	A	
왼쪽			The left side	1	A	
소금			Salt	1	A	
잡지	雜誌		A magazine	1	A	
약	藥		Medicine	1	A	
약국	藥局		Pharmacy	1	A	
무겁다			Heavy ; a stuffy atmosphere	4	A	
자리		~가 없다	seat,spot	1	A	
먹다		밥을 ~	Eat, chow down on	2	A	
먹다		잊어 ~	VST + 먹다 , adds no meaning	보	A	
쉬다		편안히 ~	to relax, take a break	2	A	
치다		얼굴을 ~	to attack, assault	2	A	
타다		버스에 ~	Ride (bus)	2	A	
마구			continuously, without pause	3	B	
발달하다	發達-		To advance	2	B	
무		식물	Radish	1	B	
풍경	風景		Landscape, scenery	1	B	
정리	整理		arrangment,regulation,adjustment	1	B	
도쿄(동경)	東京		Tokyo	7	B	
시아버지	媤-		one’s husband’s father	1	B	
예매하다	豫買-		Advance purchase	2	B	
학생증	學生證		Student identification	1	B	
경상도	慶尙道		Kyung-San-Do province (ulsan or kyungju)	7	B	
종로	鍾路		Famous street in Seoul	7	B	
복습	復習		Reviewing	1	B	
성함	姓銜		Your (his) esteemed name	1	B	
세탁소	洗濯所		Laundromat	1	B	
주차하다	駐車-		To park	2	B	
청소기	淸掃機		A vacuum cleaner	1	B	
껌	gum		Gum	1	B	
필통	筆筒		Pencil case	1	B	
인삼차	人蔘茶		Ginseng tea	1	B	
초록색	草綠色		Green	1	B	
축구공	蹴球-		A soccer ball	1	B	
녹차	綠茶		Green tea	1	B	
만두	饅頭		Chinese dumplings	1	B	
발음하다	發音-		Pronounce	2	B	
복습하다	復習-		To review	2	B	
주차	駐車		Parking	1	B	
홍차	紅茶		Tea, black tea	1	B	
연세	年歲		Age, years of age	1	B	
생신	生辰		A birthday	1	B	
우표	郵票		A postage stamp	1	B	
독일어	獨逸語		German	1	B	
장갑	掌匣		A pair of gloves	1	B	
중국집	中國-		Chinese restaurant	1	B	
지하도	地下道		Underground road	1	B	
소포	小包		A parcel,package	1	B	
손녀	孫女		Granddaughter	1	B	
책방	冊房		Reading room	1	B	
여직원	女職員		Female employee	1	B	
이혼하다	離婚-		To get divorced	2	B	
평일	平日		A weekday	1	B	
국립	國立		Government established	1	B	
농구	籠球		Basketball	1	B	
재작년	再昨年		The year before last	1	B	
선풍기	扇風機		A fan	1	B	
존댓말	尊待-		Respectful speech	1	B	
초보자	初步者		A beginner, neophyte	1	B	
외출하다	外出-		To go out (of doors)	2	B	
이발소	理髮所		barber’s shop	1	B	
취하다	醉-		To be drunk	2	B	
정거장	停車場		A railroad station	1	B	
명함	名銜		Name card	1	B	
시부모	媤父母		one’s husband’s parents	1	B	
실수하다	失手-		To make a mistake	2	B	
점심때	點心-		Lunchtime	1	B	
초보	初步		Initial, first steps	1	B	
섭씨	攝氏		Celsius	1	B	
시외	市外		Outside the city, suberbs	1	B	
양배추	洋-		Cabbage	1	B	
여고생	女高生		Female high school student	1	B	
피로하다	疲勞-		To be fatigued, weary	4	B	
화나다	火-		Get angry	2	B	
카운터		계산대	Counter, where you pay	1	B	
부잣집	富者-		Rich man’s house	1	B	
사진기	寫眞機		Camera	1	B	
송편	松-		Rice cake steemed over pine needles	1	B	
우승하다	優勝-		To take first place	2	B	
인사말	人事-		Words of greeting	1	B	
자판기	自販機		Vending machine	1	B	
퇴근하다	退勤-		To go home from work	2	B	
강당	講堂		A lecture hall	1	B	
고모부	姑母夫		The husband of one’s paternal aunt	1	B	
녹음	錄音		Recording	1	B	
취하다	取-		To adopt, assume, take	2	B	
인상	人相		Look, personal appearance	1	B	
점원	店員		A shop-assistant	1	B	
찻잔	茶盞		A teacup	1	B	
복사하다	複寫-		reproduce,copy	2	B	
사계절	四季節		The four seasons	1	B	
사과하다	謝過-		To apologize	2	B	
여대생	女大生		Female college student	1	B	
외할머니	外-		A maternal grandmother	1	B	
음악가	音樂家		A musician	1	B	
인삼	人蔘		Ginseng	1	B	
한국적	韓國的		Korean (adjective)	1	B	
환영	歡迎		Welcome	1	B	
간식	間食		Snack	1	B	
감	과일		Persimmon	1	B	
녹음하다	錄音-		To record	2	B	
박스	box		Box	1	B	
소용없다	所用-		To be useless	4	B	
수돗물	水道-		Tap water	1	B	
이사하다	移徙-		To move house	2	B	
일등	一等		First class, first class/grade	1	B	
할인	割引		A discount	1	B	
국기	國旗		The national flag	1	B	
대화하다	對話-		To converse	2	B	
복사	複寫		Reproduction	1	B	
성별	性別		Sex distinction	1	B	
세탁	洗濯		Laundry	1	B	
소문나다	所聞-		A rumor starts	2	B	
일기	日氣		The weather	1	B	
저번	這番		Last time, the other day	1	B	
정답	正答		The right answer	1	B	
답장	答狀		An answer	1	B	
욕실	浴室		A bathroom,a bath	1	B	
소		동물	A cow	1	B	
말		동물	Horse	1	B	
책가방	冊-		Bookbag	1	B	
편히	便-		Easily, comfortably	3	B	
가구	家具		Furniture	1	B	
기억나다	記憶-		To memorize	2	B	
곰		동물	Bear	1	B	
엽서	葉書		A postcard	1	B	
연하다	軟-		Tender, soft, mild	4	B	
이혼	離婚		Divorce	1	B	
일회용	一回用		For one time use	1	B	
전화기	電話機		Telephone receiver	1	B	
차남	次男		one’s second eldest son	1	B	
환갑	還甲		one’s 60th anniversary	1	B	
교포	僑胞		A Korean living abroad	1	B	
배달	配達		Delivery	1	B	
번역	飜譯		Translation	1	B	
권투	拳鬪		Boxing or  K1	1	B	
수학	修學		Pursuit of knowledge	1	B	
염려하다	念慮-		To worry, be anxious about	2	B	
외삼촌	外三寸		An uncle on one’s mother’s side	1	B	
음료수	飮料水		Drinking water	1	B	
입원하다	入院-		To enter a hospital	2	B	
교문	校門		A school gate	1	B	
기도	祈禱		A prayer	1	B	
여행사	旅行社		Travel agency	1	B	
유학생	留學生		A foreign student	1	B	
줄		방법	way,method	5	B	
으응			Ugh!	10	B	
절약하다	節約-		To economize	2	B	
가요	歌謠		A song	1	B	
감상	鑑賞		Appreciation	1	B	
공짜	空-		Free	1	B	
수년	數年		Several years	1	B	
수출하다	輸出-		To export	2	B	
숙소	宿所		one’s address	1	B	
신호등	信號燈		Signal light, blinker	1	B	
입원	入院		Hospitalization	1	B	
졸업생	卒業生		A graduate	1	B	
친절	親切		Kindness, goodness	1	B	
침실	寢室		Bedroom	1	B	
가위	기구		Scissors	1	B	
고속	高速		High speed	1	B	
구하다	救-		Rescue a person	2	B	
도망가다	逃亡-		Make a go for it, escape	2	B	
새끼		자식~	Baby animal	1	B	
밤		열매	Chestnut	1	B	
초밥	醋-		Japanese vinegared rice vegetables	1	B	
출구	出口		An exit	1	B	
출입문	出入門		Door for exiting and entering	1	B	
미인	美人		A beautiful girl	1	B	
반지	半指		Ring	1	B	
산속	山-		The heart of a mountain	1	B	
식초	食醋		Vinegar	1	B	
야외	野外		The fields, the outskirts	1	B	
축하	祝賀		Congratulation, celebration	1	B	
만족하다	滿足-		To be content	2	B	
국		음식	Soup or  broth	1	B	
중요	重要		importance,consequence	1	B	
금연	禁煙		Prohibition of smoking	1	B	
사무	事務		Office work	1	B	
우울하다	憂鬱-		To be melancholy, gloomy	4	B	
회화	繪畵		Conversations, talk	1	B	
귀국	歸國		Returning to one’s home country	1	B	
목욕탕	沐浴湯		A bathhouse	1	B	
고장		지역	A district or  producing area	1	B	
퇴근	退勤		Leaving one’s office, coming home from work	1	B	
시청	市廳		City hall	1	B	
준비되다	準備-		To be ready	2	B	
신문사	新聞社		Newspaper company	1	B	
피시		PC	PC, personal computer	1	B	
봉지	封紙		Bag	1	B	
비서	秘書		Secretary	1	B	
여관	旅館		A hotel, an inn	1	B	
주문하다	注文-		To order, to request	2	B	
주사	注射		A shot, an injection	1	B	
출근하다	出勤-		To go to work	2	B	
막		마구	Carelessly, at random	3	B	
낙엽	落葉		Fallen dead leaves	1	B	
심해지다	甚-		Become deep and serious	2	B	
근데		그런데	But or  however	3	B	
이르다		빠르다	Be early, premature	4	B	
외출	外出		Going out, an outing	1	B	
자가용	自家用		For personal/family use	1	B	
신문지	新聞紙		Newspaper paper	1	B	
양보하다	讓步-		To make a concession, recede	2	B	
주차장	駐車場		Parking lot	1	B	
후회하다	後悔-		To regret	2	B	
외교관	外交官		A diplomat	1	B	
유행하다	流行-		To be in fashion, to be popular	2	B	
도자기	陶瓷器		Porcelain	1	B	
안내하다	案內-		To lead the way	2	B	
영하	零下		Below zero	1	B	
강도	强盜		A robber or  burglar	1	B	
유명	有名		fame,celebrity status	1	B	
철	계절		Season (the 4)	1	B	
뵈다	보이다		Contraction of 보이다	2	B	
취직	就職		Employment, getting a job	1	B	
계획하다	計劃-		Plan or  make a project	2	B	
연휴	連休		Consecutive holidays	1	B	
태풍	颱風		Typhoon	1	B	
금지하다	禁止-		To restrain or prohibit	2	B	
가짜	假-		Fake	1	B	
식빵	食-		Bread	1	B	
운전자	運轉者		The driver	1	B	
유리창	琉璃窓		A window which uses glass	1	B	
위층	-層		The upper floor	1	B	
남매	男妹		Brother and sister	1	B	
안주	按酒		Appetizers for alcohol	1	B	
인형	人形		A doll	1	B	
전철	電鐵		An electric railway	1	B	
한잔하다	­盞-		To drink a glass of liquor	2	B	
좌석	座席		A seat	1	B	
출근	出勤		Going to work	1	B	
그대로			Like that	1	B	
괜히			In vain or  useless or  fruitless, for a stupid reason	1	B	
달리다		말을 ~	run, make do fast	1	B	
방문	房門		A door of a room	1	B	
병들다	病-		Get sick	2	B	
소설가	小說家		Novelist	1	B	
유학	儒學		Confucianism	1	B	
향수	香水		A perfume	1	B	
표시하다	表示-		To make a sign, display	2	B	
감상하다	鑑賞-		To show appreciation	2	B	
단점	短點		A weak point	1	B	
반복하다	反復-		To repeat	2	B	
녹색	綠色		Green	1	B	
악수	握手		Handshake	1	B	
입학하다	入學-		To enter/be admitted into a school	2	B	
호수	湖水		A lake	1	B	
정문	正門		The front gate,main entrance	1	B	
체중	體重		Body weight	1	B	
포장	包裝		packing,wrapping	1	B	
현관	玄關		The porch, the entrance	1	B	
줄기			A trunk, stem, stalk	1	B	
각각	各各		Each and every	1	B	
독서	讀書		Reading	1	B	
규칙적	規則的		Be regular or  systematic	1	B	
수염	鬚髥		Beard	1	B	
장남	長男		The eldest son	1	B	
포도주	葡萄酒		Grape wine	1	B	
이러하다			Be this way, be like follows	1	B	
대도시	大都市		Large city	1	B	
신입생	新入生		A new student	1	B	
일으키다			Riase, get up; start, commence	1	B	
저축	貯蓄		savings,saving	1	B	
증세	症勢		Symptoms, a patient’s condition	1	B	
줄			Line, row, chord ~로 감다	1	B	
회색	灰色		Gray	1	B	
고교	高校		High school	1	B	
고치다			To fix, amend, change	1	B	
성인	成人		An adult	1	B	
다행히	多幸-		Fortunately	3	B	
준비물	準備物		Stuff that needs to be prepared	1	B	
출입	出入		Coming and going	1	B	
긴장하다	緊張-		To become tense	2	B	
수학	數學		Mathematics	1	B	
시어머니	媤-		one’s husband’s mother	1	B	
시집	媤-		one’s husband’s home/family	1	B	
미술관	美術館		Fine arts museum	1	B	
치료하다	治療-		To cure, heal, treat a patient	2	B	
고장	故障		Broken	1	B	
부탁	付託		request,favor	1	B	
상자	箱子		A box,case	1	B	
점수	點數		marks,the number of marks	1	B	
통장	通帳		A bankbook (check register)	1	B	
결심하다	決心-		To resolve or  be determined	2	B	
경기장	競技場		Sports stadium or  a sports field	1	B	
영원히	永遠-		Forever	3	B	
월급	月給		Monthly salary	1	B	
유행	流行		Fashion, vogue	1	B	
전공	專攻		Specialty	1	B	
학원	學院		Learning institute	1	B	
소개	紹介		Introduction	1	B	
애인	愛人		A lover	1	B	
일기	日記		A diary, journal	1	B	
계산기	計算器		Calculator	1	B	
화분	花盆		Flower pot	1	B	
갈색	褐色		Brown	1	B	
반찬	飯饌		Sie dishes	1	B	
소개되다	紹介-		To be introduced,presented	2	B	
지점	地點		A spot, point	1	B	
귀국하다	歸國-		To return to one’s home country	2	B	
불행하다	不幸-		Do not permit	4	B	
대학원	大學院		Graduate school	1	B	
문장	文章		writing,composition	1	B	
변호사	辯護士		Lawyer	1	B	
억	億		One hundred million	9	B	
유리	琉璃		A glass pane	1	B	
형부	兄夫		A husband of a girl’s older sister	1	B	
금년	今年		This year	1	B	
야채	野菜		Vegetables	1	B	
전부	全部		All, everything	1	B	
친하다	親-		To be intimate, familiar, close, friendly	4	B	
답하다	答-		Answer, reply	2	B	
손자	孫子		Grandson	1	B	
신랑	新郞		A bridegroom	1	B	
화가	畵家		A painter, a drawer artist	1	B	
고민하다	苦悶-		Be in anguish or  worried	2	B	
교환	交換		An exchange	1	B	
국어	國語		1) The national language or  2) Korean	1	B	
악기	樂器		Musical instrument	1	B	
연말	年末		The end, close of the year	1	B	
피로	疲勞		Fatigue, exhaustion	1	B	
박수	拍手		Applause	1	B	
부자	富者		A rich person	1	B	
수표	手票		A check	1	B	
회복하다	回復-		To recover, get better, get well again	2	B	
흥미	興味		interest,zeal	1	B	
채소	菜蔬		vegetables,greens	1	B	
판매하다	販賣-		To sell	2	B	
간단히	簡單-		Simply speaking	3	B	
강물	江-		River water	1	B	
서류	書類		documents,papers	1	B	
요청	要請		request,demand,claim	1	B	
진하다	津-		Be dark, deep	4	B	
반하다	反-		To be contrary to	2	B	
사원	社員		Company employee	1	B	
욕심	欲心		Greed, selfishness	1	B	
우승	優勝		First place	1	B	
제출하다	提出-		To submit,tender	2	B	
조심스럽다	操心-		Cautious	4	B	
보고	報告		report,information	1	B	
부탁하다	付託-		Ask sb a favor	2	B	
사용자	使用者		A user,consumer,employer	1	B	
영원하다	永遠-		To be eternal	4	B	
우연히	偶然-		accidentally,by chance	3	B	
정해지다	定-		To be determined, settled	2	B	
긍정적	肯定的		Affirmation or  admission	1	B	
허용하다	許容-		To permit, approve, grant, allow	2	B	
각국	各國		Each country	1	B	
년도	年度		Year	5	B	
다수	多數		A great number	1	B	
덕분	德分		Indebtedness	1	B	
한둘			One or two	9	B	
조각	彫刻		Sculpture	1	B	
해석	解釋		Interpretation, a comment	1	B	
계산하다	計算-		To calculate	2	B	
발견	發見		Discovery	1	B	
농담	弄談		A joke	1	B	
담임	擔任		Charge, duty	1	B	
도중	途中		On the way	1	B	
음			Sound you make to express doubt,worry	10	B	
신호	信號		A signal,signaling	1	B	
의심하다	疑心-		To be suspicious, to doubt	2	B	
출발	出發		To start (a journey,trip)	1	B	
지구	地區		A district,region	1	B	
합치다	合-		combine,unite	2	B	
상상하다	想像-		Imagine	2	B	
안전하다	安全-		To be safe	4	B	
유학	留學		Studying abroad	1	B	
정치적	政治的		Political	1	B	
승용차	乘用車		A passenger car	1	B	
어색하다	語塞-		To be awkward, shy with words, speechless	4	B	
장점	長點		A merit,strong point	1	B	
적당히	適當-		suitable,proper	3	B	
진출	進出		An advance	1	B	
평범하다	平凡-		Plain, average	4	B	
확인	確認		A check,confirmation	1	B	
방금	方今		Just now	3	B	
이용되다	利用-		To be used	2	B	
임시	臨時		Temporary, special	1	B	
봉투	封套		Envelope	1	B	
분명	分明		Obviousness	3	B	
아이			Oh my god!	10	B	
추억	追憶		Memory	1	B	
하여튼	何如-		Anyways	3	B	
향기	香氣		fragrance,aroma,perfume	1	B	
현지	現地		The actual place, the very spot	1	B	
개인적	個人的		Private or  personal	1	B	
매년	每年		Every year	3	B	
소주	燒酒		Korean sake	1	B	
유교	儒敎		Confucianism	1	B	
일상	日常		Everyday, usual, ordinary	1	B	
장래	將來		The future	1	B	
아이고			Oh my god!	10	B	
중요성	重要性		importance,gravity	1	B	
특별히	特別-		Especially	3	B	
과학적	科學的		Scientifically	1	B	
확대되다	擴大-		To be magnified	2	B	
거실	居室		Living room	1	B	
부작용	副作用		reaction,side effect	1	B	
이상	理想		An ideal, a goal	1	B	
과목	科目		A subject or  a lesson	1	B	
산소	酸素		Oxygen	1	B	
아뇨			No, nay	10	B	
아니			No!	10	B	
아니야			No, that’s not the case	10	B	
석유	石油		Petroleum	1	B	
신선하다	新鮮-		Fresh	4	B	
조심하다	操心-		To be careful	2	B	
책임자	責任者		Person responsible	1	B	
정식	正式		Formality, due form	1	B	
최선	最善		The best, one’s best	1	B	
활동하다	活動-		To be active, lead an active life	2	B	
건축	建築		Construction or  building or  erection	1	B	
아아			Oh-oh!	10	B	
당황하다	唐慌-		Be confused	2	B	
보고서	報告書		Report	1	B	
보관하다	保管-		Keep in one’s custody	2	B	
상하다	傷-		damage,injure	2	B	
식용유	食用油		Food oil	1	B	
적당하다	適當-		To be appropriate	4	B	
진행하다	進行-		Advance, proceed	2	B	
금지	禁止		Forbidden or  prohibitted	1	B	
내지	乃至		From A to B	3	B	
역사적	歷史的		Historical	1	B	
열차	列車		Train	1	B	
생활하다	生活-		To live, make a living	2	B	
솔직하다	率直-		frankness,candidness	4	B	
축제	祝祭		a festival	2	B	
학습	學習		Learning, education	1	B	
당연히	當然-		Of course	3	B	
복도	複道		A corridor	1	B	
학기	學期		An educational term	1	B	
목사	牧師		A pastor	1	B	
양쪽	兩-		Both sides	1	B	
후배	後輩		one’s junior	1	B	
휴가	休暇		holidays,vacation	1	B	
경제적	經濟的		Economical	1	B	
시청자	視聽者		TV audience member	1	B	
완벽하다	完璧-		Perfect	4	B	
종업원	從業員		waiter/waitress	1	B	
전통적	傳統的		Traditional	1	B	
참가하다	參加-		To take part in, join	2	B	
친척	親戚		Relatives	1	B	
부처	部處		Buddha	1	B	
온도	溫度		Temperature	1	B	
절대로	絶對-		Absolutely	3	B	
진짜	眞-		Real	1	B	
창밖	窓-		Outside the window	1	B	
위치하다	位置-		To be located	2	B	
이틀	시간		Two days	1	B	
전달하다	傳達-		To deliver	2	B	
정말로	正-		Really	3	B	
행동하다	行動-		To act, behave	2	B	
급하다	急-		Be urgent or  pressing or  iminent	4	B	
성적	成績		A result,grade	1	B	
시도하다	試圖-		To try,attempt	2	B	
예절	禮節		propriety,decorum	1	B	
